处理时间,账号,文件名,文件类型,源文件路径,目标文件夹,文件大小,处理状态,触发方式,备注
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费20241201.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\2024\202412\TEMU(Broke n Happy)发货面单费20241201.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,66222,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费20241202.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\2024\202412\TEMU(Broke n Happy)发货面单费20241202.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,164762,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202412.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\2024\202412\TEMU(Broke n Happy)订单明细202412.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,381230,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202501\.WeDrive,,58,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202501.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202501\TEMU(Broke n Happy)BillDetails202501.xlsx,,739168,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费202501.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202501\TEMU(Broke n Happy)发货面单费202501.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,324804,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202501.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202501\TEMU(Broke n Happy)订单明细202501.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,332376,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202502\.WeDrive,,58,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202502.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202502\TEMU(Broke n Happy)BillDetails202502.xlsx,,619008,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费20250201-20250215.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202502\TEMU(Broke n Happy)发货面单费20250201-20250215.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,115693,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费20250216-20250228.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202502\TEMU(Broke n Happy)发货面单费20250216-20250228.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,180862,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202502.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202502\TEMU(Broke n Happy)订单明细202502.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,359913,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202503\.WeDrive,,58,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202503-全球（除美国、欧洲).xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202503\TEMU(Broke n Happy)BillDetails202503-全球（除美国、欧洲).xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",66685,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202503-美国.xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202503\TEMU(Broke n Happy)BillDetails202503-美国.xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",307273,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202503.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202503\TEMU(Broke n Happy)BillDetails202503.xlsx,,66401,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费202503.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202503\TEMU(Broke n Happy)发货面单费202503.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,115480,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202500-全球（除美国、欧洲）.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202503\TEMU(Broke n Happy)订单明细202500-全球（除美国、欧洲）.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,190527,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202503-美国.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202503\TEMU(Broke n Happy)订单明细202503-美国.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,291402,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202504\.WeDrive,,58,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202504-全球（除美国、欧洲).xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202504\TEMU(Broke n Happy)BillDetails202504-全球（除美国、欧洲).xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",155152,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202504-美国.xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202504\TEMU(Broke n Happy)BillDetails202504-美国.xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",189021,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202504\TEMU(Broke n Happy)BillDetails202504.xlsx,,73250,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费202504.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202504\TEMU(Broke n Happy)发货面单费202504.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,124004,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202504-全球（除美国、欧洲）.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202504\TEMU(Broke n Happy)订单明细202504-全球（除美国、欧洲）.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,276556,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202504-美国.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202504\TEMU(Broke n Happy)订单明细202504-美国.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,245206,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)退货面单费202504.xlsx,raw data refund cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202504\TEMU(Broke n Happy)退货面单费202504.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data refund cost,11341,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202505\.WeDrive,,58,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202505-全球（除美国、欧洲).xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202505\TEMU(Broke n Happy)BillDetails202505-全球（除美国、欧洲).xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",92823,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202505-美国.xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202505\TEMU(Broke n Happy)BillDetails202505-美国.xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",71481,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202505\TEMU(Broke n Happy)BillDetails202505.xlsx,,53906,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费202505.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202505\TEMU(Broke n Happy)发货面单费202505.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,113114,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202505-全球（除美国、欧洲).xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202505\TEMU(Broke n Happy)订单明细202505-全球（除美国、欧洲).xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,91550,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)订单明细202505-美国.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202505\TEMU(Broke n Happy)订单明细202505-美国.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,103474,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)退货面单费202505.xlsx,raw data refund cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202505\TEMU(Broke n Happy)退货面单费202505.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data refund cost,4831,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202506\.WeDrive,,58,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU (Broke n Happy)  退货面单 202506.xlsx,raw data refund cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202506\TEMU (Broke n Happy)  退货面单 202506.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data refund cost,4967,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU (Broke n Happy) BillDetails  202506  美国.xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202506\TEMU (Broke n Happy) BillDetails  202506  美国.xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",43593,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU (Broke n Happy) BillDetails  202506 全球（除美国、欧洲）.xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202506\TEMU (Broke n Happy) BillDetails  202506 全球（除美国、欧洲）.xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",52337,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU (Broke n Happy) BillDetails  202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202506\TEMU (Broke n Happy) BillDetails  202506.xlsx,,27393,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU (Broke n Happy) 发货面单  202506.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202506\TEMU (Broke n Happy) 发货面单  202506.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,45724,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU (Broke n Happy) 订单明细 202506 全球（除美国、欧洲）.csv,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202506\TEMU (Broke n Happy) 订单明细 202506 全球（除美国、欧洲）.csv,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,159900,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU (Broke n Happy) 订单明细 202506 美国.csv,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202506\TEMU (Broke n Happy) 订单明细 202506 美国.csv,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,157004,成功 (1/1),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202507\.WeDrive,,107,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202507-全球（除美国、欧洲).xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202507\TEMU(Broke n Happy)BillDetails202507-全球（除美国、欧洲).xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",36831,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202507-美国.xlsx,"raw data us, raw data us and global",C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202507\TEMU(Broke n Happy)BillDetails202507-美国.xlsx,"C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us, C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data us and global",38775,成功 (2/2),定期扫描,
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)BillDetails202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202507\TEMU(Broke n Happy)BillDetails202507.xlsx,,28652,跳过,定期扫描,未匹配到文件类型规则
2025-10-22 12:31:46,Broke n Happy account,TEMU(Broke n Happy)发货面单费202507.xlsx,raw data fulfillment cost,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202507\TEMU(Broke n Happy)发货面单费202507.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data fulfillment cost,49328,成功 (1/1),定期扫描,
2025-10-22 12:31:47,Broke n Happy account,TEMU(Broke n Happy)订单明细202507-全球（除美国、欧洲).xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202507\TEMU(Broke n Happy)订单明细202507-全球（除美国、欧洲).xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,62898,成功 (1/1),定期扫描,
2025-10-22 12:31:47,Broke n Happy account,TEMU(Broke n Happy)订单明细202507-美国.xlsx,raw data order details,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\202507\TEMU(Broke n Happy)订单明细202507-美国.xlsx,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Broke n Happy account\raw data order details,59685,成功 (1/1),定期扫描,
